LocationId,LocationName,Address,Address2,TownCity,Country,Postcode,PhoneNumber,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,ProductCard,ContactDetail,Longitude,Latitude,isYextRestrict,RichText,PlantType,CompanyName,LocationImage,FileCard,AddPage,PublisherImages,State,Region,isLocationClosed
,"Betonárna Hodonín - Cemex Czech Republic, s.r.o.",Lužická,Jihomoravský kraj,Hodonín-Hodonín 1,Czech Republic,695 01, 606 748 202,"openTime_1 : 08:00, closeTime_1 : 17:00","openTime_1 : 08:00, closeTime_1 : 17:00","openTime_1 : 08:00, closeTime_1 : 17:00","openTime_1 : 08:00, closeTime_1 : 17:00","openTime_1 : 08:00, closeTime_1 : 17:00",Closed,Closed,-,"ContactName_1 : Concrete Sales,  JobPosition_1 : -,  EmailAddress_1 : -,  PhoneNumber1_1 : 0345 600 6464
ContactName_2 : Concrete Account Orders,  JobPosition_2 : -,  EmailAddress_2 : -,  PhoneNumber1_2 : 01323 416 683
ContactName_3 : Mortar Screed Sales,  JobPosition_3 : -,  EmailAddress_3 : -,  PhoneNumber1_3 : 0345 147 9172",17.0940144,48.844567,TRUE,"Betonárna Stasis H1.0 s hodinovým výkonem 50 m čerstvého betonu se nachází v Hodoníně. Nabízíme špičkovou kvalitu anhydritových litých potěrů Anhylevel, Anhylevel Heat, Anhylevel Extranivel, cementových litých potěrů CemLevel, konstrukční betony, samozhutnitelné betony Compacton, drátkobetony, vláknobetony, písek a štěrk. Kromě toho poskytujeme autodopravu mixem, pumpování a čerpání betonu. Naše betonárna je ideálním partnerem pro všechny projekty v okolí Hodonína, Uherského Hradiště, Uherského Brodu, Vlčnova, Kostelce u Uherského Hradiště a Starého Města. Na našich stránkách si můžete jednoduše spočítat objem betonu a poptat jeho cenu. Využijte našich produktů řady Vertua pro udržitelnou výstavbu.",Concrete,-,,-,,-,-,Jihomoravský kraj,FALSE
,"Betonárna Vrchlabí - Cemex Czech Republic, s.r.o.",Kunčice nad Labem,Královéhradecký kraj,Kunčice nad Labem,Czech Republic,543 61, 602 712 427,"openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00",Closed,Closed,-,"ContactName_1 : Sales,  JobPosition_1 : -,  EmailAddress_1 : -,  PhoneNumber1_1 : 0345 322 7650",15.61284552,50.58749609,TRUE,"Betonárna STASIS DS25 s řadovým zásobníkem, vážícím pasem a šikmým podavacím pasem, míchacím jádrem RTM 750-0,5 m s hodinovým výkonem 20 m čerstvého betonu. Nabízíme špičkovou kvalitu anhydritových litých potěrů Anhylevel, Anhylevel Heat, Anhylevel Extranivel, cementových litých potěrů CemLevel, konstrukčních betonů, samozhutnitelných betonů Compacton, drátkobetonů, vláknobetonů a písku či štěrku. Autodoprava mixem, pumpování a čerpání betonu. Naše betonárna se nachází ve Vrchlabí a je otevřena celoročně s omezením a ohřevem záměsové vody a ASŘ. Máme recyklační zařízení Stetter RA10. Usilujeme o udržitelnou výstavbu pomocí produktů Vertua. Dovážíme čerstvý beton do okolních měst jako jsou Lánov, Kunčice, Dolní Branná či třeba Jílemnice.",Concrete,-,,-,,-,-,Královéhradecký kraj,FALSE
,"Lom Černětice , Cemex Czech Republic, s.r.o.",Černětice 1,Jihočeský kraj,Volyně,Czech Republic,387 01, 774 673 358,"openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:30, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 12:00",Closed,-,"ContactName_1 : Concrete Sales,  JobPosition_1 : -,  EmailAddress_1 : -,  PhoneNumber1_1 : 01405 454 998
ContactName_2 : Concrete Account Orders,  JobPosition_2 : -,  EmailAddress_2 : -,  PhoneNumber1_2 : 0345 155 6053
ContactName_3 : Mortar Screed Sales,  JobPosition_3 : -,  EmailAddress_3 : -,  PhoneNumber1_3 : 01788 462016",13.89012373,49.13651234,TRUE,"Nabízí drcené i drážní kamenivo vyráběné na mobilní lince ve frakcích:<br>jemné frakce: 0/4, 0/16 drtě: 4/8, 8/16, 16/32<br>štěrkodrtě: 0/32 Šda, 0/63 Šda, 0/125, 0/250, 0/300<br>štěrk: 32/63, 63/125, 63/180<br>drážní štěrkodrť: 0/32 kv<br>drážní štěrk:<br>32/63 BI<br>LK - lomový kámen netříděný<br>Na lomu je možná ukládka materiálu.<br>hornina RULA<br>Zajištujeme dodání kameniva do stavby nákladní dopravou dle dostupné nosnosti: návěs, souprava, solo, osmikola, ostatní (dle dohody). Prodloužení výdejní doby je možné po dohodě s vedoucím závodu.",Aggregates,-,,-,,-,-,Jihočeský kraj,FALSE
,"Betonárna Chomutov, Cemex Czech Republic, s.r.o.",Ctiorova,Ústecký kraj,Chomutov,Czech Republic,43003, 602 278 649,"openTime_1 : 07:00, closeTime_1 : 16:30","openTime_1 : 07:00, closeTime_1 : 16:30","openTime_1 : 07:00, closeTime_1 : 16:30","openTime_1 : 07:00, closeTime_1 : 16:30","openTime_1 : 07:00, closeTime_1 : 16:30",Closed,Closed,-,"ContactName_1 : Aggregate Asphalt Sales,  JobPosition_1 : -,  EmailAddress_1 : -,  PhoneNumber1_1 : 0345 155 7373
ContactName_2 : Tel,  JobPosition_2 : -,  EmailAddress_2 : -,  PhoneNumber1_2 : 01606 883012",13.4327779,50.4571285,TRUE,"Betonárna Stetter-BHS-2 s hodinovým výkonem 70 m čerstvého betonu a čerpadlem Schwing Stetter 1x34 (délka výložníku 34 metrů) je vybavena zařízením pro ohřev záměsové vody a má celoroční automatický, počítačem řízený provoz. Nabízíme špičkovou kvalitu anhydritových litých potěrů Anhylevel, Anhylevel Heat, Anhylevel Extranivel, cementových litých potěrů CemLevel, konstrukčních betonů, samozhutnitelných betonů Compacton, drátkobetonů, vláknobetonů a písku či štěrku. Dále nabízíme autodopravu mixem, pumpování (čerpání) betonu. Betonárna se nachází v Chomutově a doveze beton i do měst jako Jirkov, Kadaň, Klášterec nad Ohří, Nezabylice či například Málkov.  Cemex usiluje o udržitelnou výstavbu pomocí produktů řady Vertua.",Concrete,-,,-,,-,-,Ústecký kraj,FALSE
,"Štěrkovna Kluk, Cemex Czech Republic, s.r.o. | Provozovna od 1.5. 2023 trvale uzavřena",38,Central Bohemian Region,Poděbrady - Kluk,Czech Republic,29001, 725 530 415,"openTime_1 : 08:00, closeTime_1 : 17:00","openTime_1 : 08:00, closeTime_1 : 17:00","openTime_1 : 08:00, closeTime_1 : 17:00","openTime_1 : 08:00, closeTime_1 : 17:00","openTime_1 : 08:00, closeTime_1 : 17:00","openTime_1 : 08:00, closeTime_1 : 12:00",Closed,-,"ContactName_1 : Concrete Sales,  JobPosition_1 : -,  EmailAddress_1 : -,  PhoneNumber1_1 : 0345 600 6464
ContactName_2 : Concrete Account Orders,  JobPosition_2 : -,  EmailAddress_2 : -,  PhoneNumber1_2 : 01483 454 610
ContactName_3 : Mortar Screed Sales,  JobPosition_3 : -,  EmailAddress_3 : -,  PhoneNumber1_3 : 0345 147 9172",15.12274783,50.13184782,TRUE,"Štěrkovna Kluk nabízí širokou škálu přírodního těženého kameniva, písku a drceného kameniva pro nejrůznější stavební účely. Naše produkty jsou dostupné ve frakcích 0/4, 4/8, 8/16, 16/32, 32/63 a zásypovém materiálu 16/63, 32/63. Nabízíme také možnost dodání systémem Big Bag. Na zakázku můžeme také provést praní kameniva. Naše produkty jsou certifikovány jako zdravotně nezávadné. <br><br>Kromě toho můžeme zákazníkům nabídnout smluvní přepravce, kteří dovezou kamenivo do Nymburka, Kolína, Peček, Poděbrad a jejich okolí. Pokud hledáte kvalitní kamenivo pro stavební účely, nebo na zahradu, obraťte se na naše obchodní zástupce.",Aggregates,-,,-,,-,-,Central Bohemian Region,FALSE
,"Betonárna Jaroměř, Cemex Czech Republic, s.r.o.",Langiewiczova,Královéhradecký kraj,Jaroměř,Czech Republic,551 02, 606 648 249,"openTime_1 : 06:15, closeTime_1 : 17:00","openTime_1 : 06:15, closeTime_1 : 17:00","openTime_1 : 06:15, closeTime_1 : 17:00","openTime_1 : 06:15, closeTime_1 : 17:00","openTime_1 : 06:15, closeTime_1 : 17:00","openTime_1 : 06:15, closeTime_1 : 11:00",Closed,-,"ContactName_1 : Tel,  JobPosition_1 : -,  EmailAddress_1 : -,  PhoneNumber1_1 : 01352 780651
ContactName_2 : Asphalt Sales,  JobPosition_2 : -,  EmailAddress_2 : -,  PhoneNumber1_2 : 0345 155 6367
ContactName_3 : Aggregate Sales,  JobPosition_3 : -,  EmailAddress_3 : -,  PhoneNumber1_3 : 0345 155 7373",15.933204,50.34750061,TRUE,"Betonárna Cemex se nachází v Jaroměři-Josefově a je vybavena moderními technologiemi pro výrobu špičkové kvality betonu. Vybavení betonárny zahrnuje 5-ti komorový zásobník, šikmý pás a vážící skip. Dvourotorová míchačka BHS 2,0 m s hodinovým výkonem 80 m čerstvého betonu zajišťuje celoroční automatický, počítačem řízený provoz. Betonárna je vybavena zařízením pro ohřev kameniva a záměsové vody pro zimní období a recyklační zařízení pro zpracování zbytkového betonu. Nabízíme širokou škálu produktů včetně Anhydritových litých potěrů Anhylevel, Cementových litých potěrů CemLevel, konstrukčních betonů, samozhutnitelných betonů Compacton, drátkobetonů, vláknobetonů, písku a štěrku. Dále nabízíme autodopravu mixem, pumpování a čerpání betonu.",Concrete,-,,-,,-,-,Královéhradecký kraj,FALSE
,"Betonárna Třebíč, Cemex Czech Republic, s.r.o.",Průmyslová 233,Kraj Vysočina,Třebíč,Czech Republic,674 01, 606 748 207,"openTime_1 : 07:00, closeTime_1 : 18:00","openTime_1 : 07:00, closeTime_1 : 18:00","openTime_1 : 07:00, closeTime_1 : 18:00","openTime_1 : 07:00, closeTime_1 : 18:00","openTime_1 : 07:00, closeTime_1 : 18:00","openTime_1 : 07:00, closeTime_1 : 12:00",Closed,-,"ContactName_1 : Concrete Account Orders,  JobPosition_1 : -,  EmailAddress_1 : -,  PhoneNumber1_1 : 0845 155 9215
ContactName_2 : Concrete Sales,  JobPosition_2 : -,  EmailAddress_2 : -,  PhoneNumber1_2 : 0345 600 6464
ContactName_3 : Mortar Screed Sales,  JobPosition_3 : -,  EmailAddress_3 : -,  PhoneNumber1_3 : 0345 147 9172",15.9001801,49.2100672,TRUE,"Betonárna CIFA 1.5 m3 s míchacím jádrem CIFA MB 1500 a hodinovým výkonem 50 m čerstvého betonu. Automatický, počítačem řízený provoz po celý rok. Zařízení pro ohřev záměsové vody a kameniva pro zimní období. Recyklační zařízení pro zpracování zbytkového betonu. Betonárna Cemex se nachází v Třebíči a její špičkové produkty, jako Anhydritové lité potěry Anhylevel, Anhylevel Heat, Anhylevel Extranivel, Cementové lité potěry, CemLevel, konstrukční betony, samozhutnitelné betony Compacton, drátkobetony, vláknobetony, písek a štěrk, jsou dostupné i v okolních obcích a městech jako Budišov, Jaroměřice nad Rokytnou, Zárubice, Náměšť nad Oslavou, Chotěbudice. Cemex usiluje o udržitelnou výstavbu pomocí produktů řady Vertua.",Concrete,-,,-,,-,-,Kraj Vysočina,FALSE
,"Betonárna Litomyšl, Cemex Czech Republic, s.r.o.",Trstěnická 932,Pardubický kraj,Litomyšl,Czech Republic,570 01, 777 792 052,"openTime_1 : 07:30, closeTime_1 : 17:30","openTime_1 : 07:30, closeTime_1 : 17:30","openTime_1 : 07:30, closeTime_1 : 17:30","openTime_1 : 07:30, closeTime_1 : 17:30","openTime_1 : 07:30, closeTime_1 : 17:30","openTime_1 : 07:30, closeTime_1 : 12:30",Closed,-,"ContactName_1 : Shipping Office (North West),  JobPosition_1 : -,  EmailAddress_1 : -,  PhoneNumber1_1 : 0345 115 9265
ContactName_2 : Concrete Sales,  JobPosition_2 : -,  EmailAddress_2 : -,  PhoneNumber1_2 : 0345 600 6464
ContactName_3 : Concrete Account Orders,  JobPosition_3 : -,  EmailAddress_3 : -,  PhoneNumber1_3 : 0345 155 9265
ContactName_4 : Screed Sales,  JobPosition_4 : -,  EmailAddress_4 : -,  PhoneNumber1_4 : 0345 155 9265",16.32633068,49.86113569,TRUE,"Betonárna Stetter M2 s hodinovým výkonem 90 m čerstvého betonu je vybavena automatickým počítačem řízeným provozem a zařízením pro ohřev záměsové vody a předehřev kameniva. Nabízíme také recyklační zařízení pro zpracování zbytkového betonu. Betonárna Cemex se nachází v Litomyšli a její služby jsou dostupné i v okolních městech jako jsou Němčice, Strakov, Janov. Čistá či Osík. Nabízíme špičkovou kvalitu produktů jako jsou Anhydritové lité potěry Anhylevel, Anhylevel Heat, Anhylevel Extranivel, konstrukční betony, samozhutnitelné betony Compacton, drátkobetony, vláknobetony, písek a štěrk. Nabízíme autodopravu mixem, pumpování (čerpání) betonu. Cemex usiluje o udržitelnou výstavbu pomocí produktů řady Vertua.",Concrete,-,,-,,-,-,Pardubický kraj,FALSE
,"Lom Bílkovice, Cemex Czech Republic, s.r.o.",Okres Benešov,Středočeský kraj,Radošovice,Czech Republic,257 26, 773 782 781,"openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 12:00",Closed,-,"ContactName_1 : Tel,  JobPosition_1 : -,  EmailAddress_1 : -,  PhoneNumber1_1 : 0845 155 1823
ContactName_2 : Aggregate Sales,  JobPosition_2 : -,  EmailAddress_2 : -,  PhoneNumber1_2 : 0345 155 9229",14.853806,49.75731,TRUE,"Kamenolom Bílkovice je nabízí prodej kameniva, písku a drceného kameniva pro nejrůznější stavební účely, včetně zahradního kameniva. Můžete si u nás vybrat z širokého sortimentu hornin, jako je ortorula až granit, a frakcí 0/4, 0/8, 4/8, 8/16, 16/32, 0/32, 0/32Z, 0/63, 32/63, 63/125 a 0/125. K dispozici jsou také lomový kámen tříděný a lomový kámen záhozový, netříděný.<br><br>Kamenolom Bílkovice nabízí také možnost přepravy kameniva do Vlašimi, Divišova, Struhařova, Benešova, Chotýšan a okolí. Prodloužení výdejní doby je možné na základě povolení obchodního zástupce. Pokud hledáte kvalitní kamenivo pro stavební účely, nebo na zahradu, obraťte se na našeho obchodního zástupce.",Aggregates,-,,-,,-,-,Středočeský kraj,FALSE
,"Betonárna Ústí nad Orlicí - Cemex Czech Republic, s.r.o.",Moravská 537,Pardubický kraj,Ústí nad Orlicí,Czech Republic,562 01, 724 222 843,"openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:30, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 12:00",Closed,-,"ContactName_1 : Concrete Sales,  JobPosition_1 : -,  EmailAddress_1 : -,  PhoneNumber1_1 : 01422 718 984
ContactName_2 : Concrete Account Orders,  JobPosition_2 : -,  EmailAddress_2 : -,  PhoneNumber1_2 : 0345 155 6053
ContactName_3 : Mortar Screed Sales,  JobPosition_3 : -,  EmailAddress_3 : -,  PhoneNumber1_3 : 01788 462016",16.4180962,49.9563796,TRUE,"Betonárna Cemex se nachází v Ústí nad Orlicí a nabízí špičkovou kvalitu betonu. Naše betonárna je vybavena dvourotorovou míchačkou BHS 2,5 m s hodinovým výkonem 100 m čerstvého betonu a mobilním kontejnerovým zásobníkem. Betonárna je vybavena zařízením pro ohřev kameniva a záměsové vody pro zimní období a recyklačním zařízením pro zpracování zbytkového betonu. Nabízíme širokou škálu produktů, jako jsou anhydritové lité potěry, cementové lité potěry, konstrukční betony, samozhutnitelné betony Compacton, drátkobetony, vláknobetony, písek a štěrk. Dále nabízíme autodopravu mixem, pumpování (čerpání) betonu. Naše betonárna je vhodná pro stavební projekty v Ústí nad Orlicí, ale také v okolních městech jako jsou Česká Třebová či Letohrad.",Concrete,-,,-,,-,-,Pardubický kraj,FALSE
,"Betonárna Uherský Brod, Cemex Czech Republic, s.r.o.",Vazová,Zlín Region,Uhersky Brod,Czech Republic,688 01, 721 737 222,"openTime_1 : 06:00, closeTime_1 : 19:00","openTime_1 : 06:00, closeTime_1 : 19:00","openTime_1 : 06:00, closeTime_1 : 19:00","openTime_1 : 06:00, closeTime_1 : 19:00","openTime_1 : 06:00, closeTime_1 : 19:00","openTime_1 : 06:00, closeTime_1 : 12:00",Closed,-,"ContactName_1 : Concrete Sales,  JobPosition_1 : -,  EmailAddress_1 : -,  PhoneNumber1_1 : 0345 600 6464
ContactName_2 : Concrete Account Orders,  JobPosition_2 : -,  EmailAddress_2 : -,  PhoneNumber1_2 : 01432 265 819
ContactName_3 : Mortar Screed Sales,  JobPosition_3 : -,  EmailAddress_3 : -,  PhoneNumber1_3 : 0345 147 9172",17.6291927,49.0217555,TRUE,"Betonárna Stetter H1.0 s hodinovým výkonem 50 m čerstvého betonu se nachází v Uherském Brodě. Nabízíme špičkovou kvalitu anhydritových litých potěrů Anhylevel, Anhylevel Heat, Anhylevel Extranivel, cementových litých potěrů CemLevel, konstrukčních betonů, samozhutnitelných betonů Compacton, drátkobetonů, vláknobetonů a písku či štěrku. Dále poskytujeme autodopravu mixem, pumpování (čerpání) betonu. Společnost Cemex dbá na udržitelnost pomocí produktů řady Vertua, které usilují o udržitelnou výstavbu. Naše betonárna dokáže dovézt čerstvý beton do okolních měst jako jsou Uherský Ostroh, Staré Město, Kostelec na Hané, Otrokovice a Vlčnov. Na našich stránkách si také můžete spočítat objem betonu a získat nezávaznou cenovou nabídku!",Concrete,-,,-,,-,-,Zlín Region,FALSE
,"Betonárna Třinec, Cemex Czech Republic, s.r.o.",Frýdecká,Moravskoslezský kraj,Třinec 1,Czech Republic,739 61, 596 539 520,"openTime_1 : 06:00, closeTime_1 : 16:00","openTime_1 : 06:00, closeTime_1 : 16:00","openTime_1 : 06:00, closeTime_1 : 16:00","openTime_1 : 06:00, closeTime_1 : 16:00","openTime_1 : 06:00, closeTime_1 : 16:00","openTime_1 : 06:00, closeTime_1 : 11:00",Closed,-,"ContactName_1 : Aggregate Asphalt Sales,  JobPosition_1 : -,  EmailAddress_1 : -,  PhoneNumber1_1 : 0345 155 9208
ContactName_2 : Tel,  JobPosition_2 : -,  EmailAddress_2 : -,  PhoneNumber1_2 : 01543 482 081",18.6533624,49.6704163,TRUE,"Betonárna STETTER M2-T2 s objemem mísícího jádra 2 m a hodinovým výkonem 60 m čerstvého betonu. Automatický, počítačem řízený provoz po celý rok. Zařízení pro ohřev záměsové vody pro zimní období. Recyklační zařízení pro zpracování zbytkového betonu. Betonárna se nachází v Třinci a její služby jsou dostupné i v okolí jako například Český Těšín, Jablunkov, Vendryně, Hrádek či Horní Domaslavice. Nabízíme špičkovou kvalitu produktů jako jsou Anhydritové lité potěry Anhylevel, Anhylevel Heat, Anhylevel Extranivel, Cementové lité potěry, CemLevel, konstrukční betony, samozhutnitelné betony Compacton, drátkobetony, vláknobetony, písek a štěrk. Autodopravu mixem, pumpování (čerpání) betonu. Udržitelnou výstavbu podporujeme produkty řady Vertua.",Concrete,-,,-,,-,-,Moravskoslezský kraj,FALSE
,"Betonárna Valašské Klobouky, Cemex Czech Republic, s.r.o.",Sychrov,Zlínský kraj,Valašské Klobouky,Czech Republic,766 01, 724 066 000,"openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 10:00",Closed,-,"ContactName_1 : Concrete Sales,  JobPosition_1 : -,  EmailAddress_1 : -,  PhoneNumber1_1 : 0345 600 6464
ContactName_2 : Concrete Account Orders,  JobPosition_2 : -,  EmailAddress_2 : -,  PhoneNumber1_2 : 01727 860 115
ContactName_3 : Mortar Screed Sales,  JobPosition_3 : -,  EmailAddress_3 : -,  PhoneNumber1_3 : 0345 147 9172
ContactName_4 : Aggregate Sales,  JobPosition_4 : -,  EmailAddress_4 : -,  PhoneNumber1_4 : 0345 155 9208",17.99178156,49.1447534,TRUE,"Betonárna MERKO HBS 1,5m3 T/NS s hodinovým výkonem 60 m čerstvého betonu je situována v Valašských Kloboukách na Sychrově. Nabízíme špičkovou kvalitu anhydritových litých potěrů Anhylevel, Anhylevel Heat, Anhylevel Extranivel, cementových litých potěrů CemLevel, konstrukční betony, samozhutnitelné betony Compacton, drátkobetony, vláknobetony, písek a štěrk. Naše betonárna poskytuje autodopravu mixem, pumpování a čerpání betonu. Cemex usiluje o udržitelnou výstavbu pomocí produktů řady Vertua. Naše betonárna je dostupná pro obyvatele Dolní Lhoty, Horní Lhoty, Újezdu u Valašských Klobouk, Študlova či Nedašovy Lhoty. Na našich stránkách si můžete spočítat objem betonu a zíkat nezávaznou cenovou nabídku.",Concrete,-,,-,,-,-,Zlínský kraj,FALSE
,"Betonárna Otrokovice - Cemex Czech Republic, s.r.o.",třída Tomáše Bati 1764,Zlínský kraj,Otrokovice,Czech Republic,765 02, 602 522 969,"openTime_1 : 07:30, closeTime_1 : 17:30","openTime_1 : 07:30, closeTime_1 : 17:30","openTime_1 : 07:30, closeTime_1 : 17:30","openTime_1 : 07:30, closeTime_1 : 17:30","openTime_1 : 07:30, closeTime_1 : 17:30","openTime_1 : 07:00, closeTime_1 : 11:00",Closed,-,"ContactName_1 : Tel,  JobPosition_1 : -,  EmailAddress_1 : -,  PhoneNumber1_1 : 0345 155 9229",17.51188377,49.20984358,TRUE,"Betonárna Merko MEV 1500 s objemem mísícího jádra 1m a hodinovým výkonem 45 m čerstvého betonu se nachází v Otrokovicích. Nabízíme špičkovou kvalitu anhydritových litých potěrů Anhylevel, Anhylevel Heat, Anhylevel Extranivel, cementových litých potěrů CemLevel, konstrukční betony, samozhutnitelné betony Compacton, drátkobetony, vláknobetony, písek a štěrk. Kromě toho poskytujeme autodopravu mixem, pumpování a čerpání betonu. Naše betonárna v Otrokovicích usiluje o udržitelnou výstavbu pomocí produktů řady Vertua. Díky naší autodopravě můžeme dovážet čerstvý beton do okolních měst jako jsou Uherské Hradiště, Kroměříž, Tlumačov, Holešov či Zlín. Spočítejte si u nás objem betonu a získejte nezávaznou cenovou nabídku!",Concrete,-,,-,,-,-,Zlínský kraj,FALSE
,"Betonárna Jevíčko, Cemex Czech Republic, s.r.o.",Olomoucká 226,Pardubický kraj,Jevíčko,Czech Republic,569 92, 606 122 896,"openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:30, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 12:00",Closed,-,"ContactName_1 : Tel,  JobPosition_1 : -,  EmailAddress_1 : -,  PhoneNumber1_1 : 01462 431438
ContactName_2 : Aggregate Sales,  JobPosition_2 : -,  EmailAddress_2 : -,  PhoneNumber1_2 : 0345 155 9208",16.7172239,49.6317798,TRUE,"Betonárna Strojbet MNB 500 s mísícím zařízením H 0,33 a objemem mísícího jádra 0,33 m je schopna vyrobit až 15 m čerstvého betonu za hodinu. Nachází se v Jevíčku a její služby jsou dostupné i v okolních městech jako jsou Moravská Třebová, Polička, Ústí nad Orlicí, Vraclav, nebo třeba Víska u Jevíčka. Nabízíme špičkovou kvalitu anhydritových litých potěrů Anhylevel, Anhylevel Heat, Anhylevel Extranivel, cementových litých potěrů CemLevel, konstrukční betony, samozhutnitelné betony Compacton, drátkobetony, vláknobetony, písek a štěrk. Autodopravu mixem, pumpování a čerpání betonu. Naše produkty řady Vertua navíc pomáhají udržitelnosti výstavby. Na našich stránkách si můžete spočítat objem betonu a získat nezávaznou cenovou nabídku!",Concrete,-,,-,,-,-,Pardubický kraj,FALSE
,"Betonárna Náklo, Cemex Czech Republic, s.r.o.",E442,Olomouc Region,Náklo,Czech Republic,78332, 606 748 206,"openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:30, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 12:00",Closed,-,"ContactName_1 : Concrete Sales,  JobPosition_1 : -,  EmailAddress_1 : -,  PhoneNumber1_1 : 01484 216 981
ContactName_2 : Concrete Account Orders,  JobPosition_2 : -,  EmailAddress_2 : -,  PhoneNumber1_2 : 0345 155 6053
ContactName_3 : Mortar Screed Sales,  JobPosition_3 : -,  EmailAddress_3 : -,  PhoneNumber1_3 : 01788 462016",17.1232732,49.66968937,TRUE,"Betonárna Stetter H 1.0 s mísícím jádrem o objemu 1 m a hodinovým výkonem 38 m čerstvého betonu je vybavena zařízením pro ohřev záměsové vody a recyklačním zařízením pro zpracování zbytkového betonu. Celoroční automatický, počítačem řízený provoz. Betonárka se nachází v Nákle a její služby jsou dostupné i v okolí jako například v obcích Těšíkov, Senice na Hané, Hraničné Petrovice, Březová, Holice a další. Nabízíme špičkovou kvalitu produktů jako jsou Anhydritové lité potěry Anhylevel, Anhylevel Heat, Anhylevel Extranivel, Cementové lité potěry, CemLevel, konstrukční betony, samozhutnitelné betony Compacton, drátkobetony, vláknobetony, písek a štěrk. Dále nabízíme autodopravu mixem, pumpování (čerpání) betonu.",Concrete,-,,-,,-,-,Olomouc Region,FALSE
,"Betonárna Dětmarovice - Cemex Czech Republic, s.r.o.",areál EDĚ,Moravskoslezský kraj,Dětmarovice,Czech Republic,735 71, 723 562 408,"openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00",Closed,Closed,-,"ContactName_1 : 0845 155 2429,  JobPosition_1 : Manager,  EmailAddress_1 : -,  PhoneNumber1_1 : Aggregate Sales",18.4619444,49.9102778,TRUE,"Betonárna Merko BHS 1,67 M s míchacím zařízením DKX 1,67 nabízí špičkovou kvalitu čerstvého betonu s hodinovým výkonem 50 m. Celoroční poloautomatický provoz je vybaven zařízením pro ohřev záměsové vody pro zimní období. Betonárna Cemex se nachází v Dětmarovicích a nabízí produkty špičkové kvality jako Anhydritové lité potěry Anhylevel, Anhylevel Heat, Anhylevel Extranivel, Cementové lité potěry, CemLevel, konstrukční betony, samozhutnitelné betony Compacton, drátkobetony, vláknobetony, písek a štěrk. Kromě toho nabízíme autodopravu mixem, pumpování (čerpání) betonu. Naše betonárna je vhodná pro projekty v okolí Dětmarovic, ale také v okolí dalších měst jako Orlová, Havířov, Petrovice u Karviné, Šenov a Stonava. Objednejte si beton u nás!",Concrete,-,,-,,-,-,Moravskoslezský kraj,FALSE
